abort 0x3F0046 %S16 #Signed
GpioCtrlRegs.GPAMUX2.bit.GPIO31 0x6F88 %B32 #MASK=0xC0000000
GpioCtrlRegs.GPAPUD.all 0x6F8C %U32 #Unsigned
GpioCtrlRegs.GPAPUD.bit.GPIO0 0x6F8C %B32 #MASK=0x1
GpioCtrlRegs.GPAPUD.bit.GPIO1 0x6F8C %B32 #MASK=0x2
GpioCtrlRegs.GPAPUD.bit.GPIO10 0x6F8C %B32 #MASK=0x400
GpioCtrlRegs.GPAPUD.bit.GPIO11 0x6F8C %B32 #MASK=0x800
GpioCtrlRegs.GPAPUD.bit.GPIO12 0x6F8C %B32 #MASK=0x1000
GpioCtrlRegs.GPAPUD.bit.GPIO13 0x6F8C %B32 #MASK=0x2000
GpioCtrlRegs.GPAPUD.bit.GPIO14 0x6F8C %B32 #MASK=0x4000
GpioCtrlRegs.GPAPUD.bit.GPIO15 0x6F8C %B32 #MASK=0x8000
GpioCtrlRegs.GPAPUD.bit.GPIO16 0x6F8C %B32 #MASK=0x10000
GpioCtrlRegs.GPAPUD.bit.GPIO17 0x6F8C %B32 #MASK=0x20000
GpioCtrlRegs.GPAPUD.bit.GPIO18 0x6F8C %B32 #MASK=0x40000
GpioCtrlRegs.GPAPUD.bit.GPIO19 0x6F8C %B32 #MASK=0x80000
GpioCtrlRegs.GPAPUD.bit.GPIO2 0x6F8C %B32 #MASK=0x4
GpioCtrlRegs.GPAPUD.bit.GPIO20 0x6F8C %B32 #MASK=0x100000
GpioCtrlRegs.GPAPUD.bit.GPIO21 0x6F8C %B32 #MASK=0x200000
GpioCtrlRegs.GPAPUD.bit.GPIO22 0x6F8C %B32 #MASK=0x400000
GpioCtrlRegs.GPAPUD.bit.GPIO23 0x6F8C %B32 #MASK=0x800000
GpioCtrlRegs.GPAPUD.bit.GPIO24 0x6F8C %B32 #MASK=0x1000000
GpioCtrlRegs.GPAPUD.bit.GPIO25 0x6F8C %B32 #MASK=0x2000000
GpioCtrlRegs.GPAPUD.bit.GPIO26 0x6F8C %B32 #MASK=0x4000000
GpioCtrlRegs.GPAPUD.bit.GPIO27 0x6F8C %B32 #MASK=0x8000000
GpioCtrlRegs.GPAPUD.bit.GPIO28 0x6F8C %B32 #MASK=0x10000000
GpioCtrlRegs.GPAPUD.bit.GPIO29 0x6F8C %B32 #MASK=0x20000000
GpioCtrlRegs.GPAPUD.bit.GPIO3 0x6F8C %B32 #MASK=0x8
GpioCtrlRegs.GPAPUD.bit.GPIO30 0x6F8C %B32 #MASK=0x40000000
GpioCtrlRegs.GPAPUD.bit.GPIO31 0x6F8C %B32 #MASK=0x80000000
GpioCtrlRegs.GPAPUD.bit.GPIO4 0x6F8C %B32 #MASK=0x10
GpioCtrlRegs.GPAPUD.bit.GPIO5 0x6F8C %B32 #MASK=0x20
GpioCtrlRegs.GPAPUD.bit.GPIO6 0x6F8C %B32 #MASK=0x40
GpioCtrlRegs.GPAPUD.bit.GPIO7 0x6F8C %B32 #MASK=0x80
GpioCtrlRegs.GPAPUD.bit.GPIO8 0x6F8C %B32 #MASK=0x100
GpioCtrlRegs.GPAPUD.bit.GPIO9 0x6F8C %B32 #MASK=0x200
GpioCtrlRegs.GPAQSEL1.all 0x6F82 %U32 #Unsigned
GpioCtrlRegs.GPAQSEL1.bit.GPIO0 0x6F82 %B32 #MASK=0x3
GpioCtrlRegs.GPAQSEL1.bit.GPIO1 0x6F82 %B32 #MASK=0xC
GpioCtrlRegs.GPAQSEL1.bit.GPIO10 0x6F82 %B32 #MASK=0x300000
GpioCtrlRegs.GPAQSEL1.bit.GPIO11 0x6F82 %B32 #MASK=0xC00000
GpioCtrlRegs.GPAQSEL1.bit.GPIO12 0x6F82 %B32 #MASK=0x3000000
GpioCtrlRegs.GPAQSEL1.bit.GPIO13 0x6F82 %B32 #MASK=0xC000000
GpioCtrlRegs.GPAQSEL1.bit.GPIO14 0x6F82 %B32 #MASK=0x30000000
GpioCtrlRegs.GPAQSEL1.bit.GPIO15 0x6F82 %B32 #MASK=0xC0000000
GpioCtrlRegs.GPAQSEL1.bit.GPIO2 0x6F82 %B32 #MASK=0x30
GpioCtrlRegs.GPAQSEL1.bit.GPIO3 0x6F82 %B32 #MASK=0xC0
GpioCtrlRegs.GPAQSEL1.bit.GPIO4 0x6F82 %B32 #MASK=0x300
GpioCtrlRegs.GPAQSEL1.bit.GPIO5 0x6F82 %B32 #MASK=0xC00
GpioCtrlRegs.GPAQSEL1.bit.GPIO6 0x6F82 %B32 #MASK=0x3000
GpioCtrlRegs.GPAQSEL1.bit.GPIO7 0x6F82 %B32 #MASK=0xC000
GpioCtrlRegs.GPAQSEL1.bit.GPIO8 0x6F82 %B32 #MASK=0x30000
GpioCtrlRegs.GPAQSEL1.bit.GPIO9 0x6F82 %B32 #MASK=0xC0000
GpioCtrlRegs.GPAQSEL2.all 0x6F84 %U32 #Unsigned
GpioCtrlRegs.GPAQSEL2.bit.GPIO16 0x6F84 %B32 #MASK=0x3
GpioCtrlRegs.GPAQSEL2.bit.GPIO17 0x6F84 %B32 #MASK=0xC
GpioCtrlRegs.GPAQSEL2.bit.GPIO18 0x6F84 %B32 #MASK=0x30
GpioCtrlRegs.GPAQSEL2.bit.GPIO19 0x6F84 %B32 #MASK=0xC0
GpioCtrlRegs.GPAQSEL2.bit.GPIO20 0x6F84 %B32 #MASK=0x300
GpioCtrlRegs.GPAQSEL2.bit.GPIO21 0x6F84 %B32 #MASK=0xC00
GpioCtrlRegs.GPAQSEL2.bit.GPIO22 0x6F84 %B32 #MASK=0x3000
GpioCtrlRegs.GPAQSEL2.bit.GPIO23 0x6F84 %B32 #MASK=0xC000
GpioCtrlRegs.GPAQSEL2.bit.GPIO24 0x6F84 %B32 #MASK=0x30000
GpioCtrlRegs.GPAQSEL2.bit.GPIO25 0x6F84 %B32 #MASK=0xC0000
GpioCtrlRegs.GPAQSEL2.bit.GPIO26 0x6F84 %B32 #MASK=0x300000
GpioCtrlRegs.GPAQSEL2.bit.GPIO27 0x6F84 %B32 #MASK=0xC00000
GpioCtrlRegs.GPAQSEL2.bit.GPIO28 0x6F84 %B32 #MASK=0x3000000
GpioCtrlRegs.GPAQSEL2.bit.GPIO29 0x6F84 %B32 #MASK=0xC000000
GpioCtrlRegs.GPAQSEL2.bit.GPIO30 0x6F84 %B32 #MASK=0x30000000
GpioCtrlRegs.GPAQSEL2.bit.GPIO31 0x6F84 %B32 #MASK=0xC0000000
GpioCtrlRegs.GPBCTRL.all 0x6F90 %U32 #Unsigned
GpioCtrlRegs.GPBCTRL.bit.QUALPRD0 0x6F90 %B32 #MASK=0xFF
GpioCtrlRegs.GPBCTRL.bit.rsvd1 0x6F90 %B32 #MASK=0xFF00
GpioCtrlRegs.GPBCTRL.bit.rsvd2 0x6F90 %B32 #MASK=0xFFFF0000
GpioCtrlRegs.GPBDIR.all 0x6F9A %U32 #Unsigned
GpioCtrlRegs.GPBDIR.bit.GPIO32 0x6F9A %B32 #MASK=0x1
GpioCtrlRegs.GPBDIR.bit.GPIO33 0x6F9A %B32 #MASK=0x2
GpioCtrlRegs.GPBDIR.bit.GPIO34 0x6F9A %B32 #MASK=0x4
GpioCtrlRegs.GPBDIR.bit.GPIO35 0x6F9A %B32 #MASK=0x8
GpioCtrlRegs.GPBDIR.bit.GPIO36 0x6F9A %B32 #MASK=0x10
GpioCtrlRegs.GPBDIR.bit.GPIO37 0x6F9A %B32 #MASK=0x20
GpioCtrlRegs.GPBDIR.bit.GPIO38 0x6F9A %B32 #MASK=0x40
GpioCtrlRegs.GPBDIR.bit.rsvd1 0x6F9A %B32 #MASK=0xFF80
GpioCtrlRegs.GPBDIR.bit.rsvd2 0x6F9A %B32 #MASK=0xFFFF0000
GpioCtrlRegs.GPBMUX1.all 0x6F96 %U32 #Unsigned
GpioCtrlRegs.GPBMUX1.bit.GPIO32 0x6F96 %B32 #MASK=0x3
GpioCtrlRegs.GPBMUX1.bit.GPIO33 0x6F96 %B32 #MASK=0xC
GpioCtrlRegs.GPBMUX1.bit.GPIO34 0x6F96 %B32 #MASK=0x30
GpioCtrlRegs.GPBMUX1.bit.GPIO35 0x6F96 %B32 #MASK=0xC0
GpioCtrlRegs.GPBMUX1.bit.GPIO36 0x6F96 %B32 #MASK=0x300
GpioCtrlRegs.GPBMUX1.bit.GPIO37 0x6F96 %B32 #MASK=0xC00
GpioCtrlRegs.GPBMUX1.bit.GPIO38 0x6F96 %B32 #MASK=0x3000
GpioCtrlRegs.GPBMUX1.bit.rsvd1 0x6F96 %B32 #MASK=0xC000
GpioCtrlRegs.GPBMUX1.bit.rsvd2 0x6F96 %B32 #MASK=0xFFFF0000
GpioCtrlRegs.GPBPUD.all 0x6F9C %U32 #Unsigned
GpioCtrlRegs.GPBPUD.bit.GPIO32 0x6F9C %B32 #MASK=0x1
GpioCtrlRegs.GPBPUD.bit.GPIO33 0x6F9C %B32 #MASK=0x2
GpioCtrlRegs.GPBPUD.bit.GPIO34 0x6F9C %B32 #MASK=0x4
GpioCtrlRegs.GPBPUD.bit.GPIO35 0x6F9C %B32 #MASK=0x8
GpioCtrlRegs.GPBPUD.bit.GPIO36 0x6F9C %B32 #MASK=0x10
GpioCtrlRegs.GPBPUD.bit.GPIO37 0x6F9C %B32 #MASK=0x20
GpioCtrlRegs.GPBPUD.bit.GPIO38 0x6F9C %B32 #MASK=0x40
GpioCtrlRegs.GPBPUD.bit.rsvd1 0x6F9C %B32 #MASK=0xFF80
GpioCtrlRegs.GPBPUD.bit.rsvd2 0x6F9C %B32 #MASK=0xFFFF0000
GpioCtrlRegs.GPBQSEL1.all 0x6F92 %U32 #Unsigned
GpioCtrlRegs.GPBQSEL1.bit.GPIO32 0x6F92 %B32 #MASK=0x3
GpioCtrlRegs.GPBQSEL1.bit.GPIO33 0x6F92 %B32 #MASK=0xC
GpioCtrlRegs.GPBQSEL1.bit.GPIO34 0x6F92 %B32 #MASK=0x30
GpioCtrlRegs.GPBQSEL1.bit.GPIO35 0x6F92 %B32 #MASK=0xC0
GpioCtrlRegs.GPBQSEL1.bit.GPIO36 0x6F92 %B32 #MASK=0x300
GpioCtrlRegs.GPBQSEL1.bit.GPIO37 0x6F92 %B32 #MASK=0xC00
GpioCtrlRegs.GPBQSEL1.bit.GPIO38 0x6F92 %B32 #MASK=0x3000
GpioCtrlRegs.GPBQSEL1.bit.rsvd1 0x6F92 %B32 #MASK=0xC000
GpioCtrlRegs.GPBQSEL1.bit.rsvd2 0x6F92 %B32 #MASK=0xFFFF0000
GpioCtrlRegs.rsvd1 0x6F8E %U32 #Unsigned
GpioCtrlRegs.rsvd2 0x6F94 %U32 #Unsigned
GpioCtrlRegs.rsvd3 0x6F98 %U32 #Unsigned
GpioCtrlRegs.rsvd4[0] 0x6F9E %U16 #Unsigned
GpioCtrlRegs.rsvd4[1] 0x6F9F %U16 #Unsigned
GpioCtrlRegs.rsvd4[10] 0x6FA8 %U16 #Unsigned
GpioCtrlRegs.rsvd4[11] 0x6FA9 %U16 #Unsigned
GpioCtrlRegs.rsvd4[12] 0x6FAA %U16 #Unsigned
GpioCtrlRegs.rsvd4[13] 0x6FAB %U16 #Unsigned
GpioCtrlRegs.rsvd4[14] 0x6FAC %U16 #Unsigned
GpioCtrlRegs.rsvd4[15] 0x6FAD %U16 #Unsigned
GpioCtrlRegs.rsvd4[16] 0x6FAE %U16 #Unsigned
GpioCtrlRegs.rsvd4[17] 0x6FAF %U16 #Unsigned
GpioCtrlRegs.rsvd4[18] 0x6FB0 %U16 #Unsigned
GpioCtrlRegs.rsvd4[19] 0x6FB1 %U16 #Unsigned
GpioCtrlRegs.rsvd4[2] 0x6FA0 %U16 #Unsigned
GpioCtrlRegs.rsvd4[20] 0x6FB2 %U16 #Unsigned
GpioCtrlRegs.rsvd4[21] 0x6FB3 %U16 #Unsigned
GpioCtrlRegs.rsvd4[22] 0x6FB4 %U16 #Unsigned
GpioCtrlRegs.rsvd4[23] 0x6FB5 %U16 #Unsigned
GpioCtrlRegs.rsvd4[3] 0x6FA1 %U16 #Unsigned
GpioCtrlRegs.rsvd4[4] 0x6FA2 %U16 #Unsigned
GpioCtrlRegs.rsvd4[5] 0x6FA3 %U16 #Unsigned
GpioCtrlRegs.rsvd4[6] 0x6FA4 %U16 #Unsigned
GpioCtrlRegs.rsvd4[7] 0x6FA5 %U16 #Unsigned
GpioCtrlRegs.rsvd4[8] 0x6FA6 %U16 #Unsigned
GpioCtrlRegs.rsvd4[9] 0x6FA7 %U16 #Unsigned
GpioCtrlRegs.rsvd5 0x6FB8 %U32 #Unsigned
GpioCtrlRegs.rsvd6[0] 0x6FBB %U16 #Unsigned
GpioCtrlRegs.rsvd6[1] 0x6FBC %U16 #Unsigned
GpioCtrlRegs.rsvd6[2] 0x6FBD %U16 #Unsigned
GpioCtrlRegs.rsvd6[3] 0x6FBE %U16 #Unsigned
GpioCtrlRegs.rsvd6[4] 0x6FBF %U16 #Unsigned
GpioDataRegs.AIOCLEAR.all 0x6FDC %U16 #Unsigned
GpioDataRegs.AIOCLEAR.bit.AIO10 0x6FDC %B16 #MASK=0x400
GpioDataRegs.AIOCLEAR.bit.AIO12 0x6FDC %B16 #MASK=0x1000
GpioDataRegs.AIOCLEAR.bit.AIO14 0x6FDC %B16 #MASK=0x4000
GpioDataRegs.AIOCLEAR.bit.AIO2 0x6FDC %B16 #MASK=0x4
GpioDataRegs.AIOCLEAR.bit.AIO4 0x6FDC %B16 #MASK=0x10
GpioDataRegs.AIOCLEAR.bit.AIO6 0x6FDC %B16 #MASK=0x40
GpioDataRegs.AIOCLEAR.bit.rsvd1 0x6FDC %B16 #MASK=0x1
GpioDataRegs.AIOCLEAR.bit.rsvd10 0x6FDC %B16 #MASK=0x8000
GpioDataRegs.AIOCLEAR.bit.rsvd2 0x6FDC %B16 #MASK=0x2
GpioDataRegs.AIOCLEAR.bit.rsvd3 0x6FDC %B16 #MASK=0x8
GpioDataRegs.AIOCLEAR.bit.rsvd4 0x6FDC %B16 #MASK=0x20
GpioDataRegs.AIOCLEAR.bit.rsvd5 0x6FDC %B16 #MASK=0x80
GpioDataRegs.AIOCLEAR.bit.rsvd6 0x6FDC %B16 #MASK=0x100
GpioDataRegs.AIOCLEAR.bit.rsvd7 0x6FDC %B16 #MASK=0x200
GpioDataRegs.AIOCLEAR.bit.rsvd8 0x6FDC %B16 #MASK=0x800
GpioDataRegs.AIOCLEAR.bit.rsvd9 0x6FDC %B16 #MASK=0x2000
GpioDataRegs.AIODAT.all 0x6FD8 %U16 #Unsigned
GpioDataRegs.AIODAT.bit.AIO10 0x6FD8 %B16 #MASK=0x400
GpioDataRegs.AIODAT.bit.AIO12 0x6FD8 %B16 #MASK=0x1000
GpioDataRegs.AIODAT.bit.AIO14 0x6FD8 %B16 #MASK=0x4000
GpioDataRegs.AIODAT.bit.AIO2 0x6FD8 %B16 #MASK=0x4
GpioDataRegs.AIODAT.bit.AIO4 0x6FD8 %B16 #MASK=0x10
GpioDataRegs.AIODAT.bit.AIO6 0x6FD8 %B16 #MASK=0x40
GpioDataRegs.AIODAT.bit.rsvd1 0x6FD8 %B16 #MASK=0x1
GpioDataRegs.AIODAT.bit.rsvd10 0x6FD8 %B16 #MASK=0x8000
GpioDataRegs.AIODAT.bit.rsvd2 0x6FD8 %B16 #MASK=0x2
GpioDataRegs.AIODAT.bit.rsvd3 0x6FD8 %B16 #MASK=0x8
GpioDataRegs.AIODAT.bit.rsvd4 0x6FD8 %B16 #MASK=0x20
GpioDataRegs.AIODAT.bit.rsvd5 0x6FD8 %B16 #MASK=0x80
GpioDataRegs.AIODAT.bit.rsvd6 0x6FD8 %B16 #MASK=0x100
GpioDataRegs.AIODAT.bit.rsvd7 0x6FD8 %B16 #MASK=0x200
GpioDataRegs.AIODAT.bit.rsvd8 0x6FD8 %B16 #MASK=0x800
GpioDataRegs.AIODAT.bit.rsvd9 0x6FD8 %B16 #MASK=0x2000
GpioDataRegs.AIOSET.all 0x6FDA %U16 #Unsigned
GpioDataRegs.AIOSET.bit.AIO10 0x6FDA %B16 #MASK=0x400
GpioDataRegs.AIOSET.bit.AIO12 0x6FDA %B16 #MASK=0x1000
GpioDataRegs.AIOSET.bit.AIO14 0x6FDA %B16 #MASK=0x4000
GpioDataRegs.AIOSET.bit.AIO2 0x6FDA %B16 #MASK=0x4
GpioDataRegs.AIOSET.bit.AIO4 0x6FDA %B16 #MASK=0x10
GpioDataRegs.AIOSET.bit.AIO6 0x6FDA %B16 #MASK=0x40
GpioDataRegs.AIOSET.bit.rsvd1 0x6FDA %B16 #MASK=0x1
GpioDataRegs.AIOSET.bit.rsvd10 0x6FDA %B16 #MASK=0x8000
GpioDataRegs.AIOSET.bit.rsvd2 0x6FDA %B16 #MASK=0x2
GpioDataRegs.AIOSET.bit.rsvd3 0x6FDA %B16 #MASK=0x8
GpioDataRegs.AIOSET.bit.rsvd4 0x6FDA %B16 #MASK=0x20
GpioDataRegs.AIOSET.bit.rsvd5 0x6FDA %B16 #MASK=0x80
GpioDataRegs.AIOSET.bit.rsvd6 0x6FDA %B16 #MASK=0x100
GpioDataRegs.AIOSET.bit.rsvd7 0x6FDA %B16 #MASK=0x200
GpioDataRegs.AIOSET.bit.rsvd8 0x6FDA %B16 #MASK=0x800
GpioDataRegs.AIOSET.bit.rsvd9 0x6FDA %B16 #MASK=0x2000
GpioDataRegs.AIOTOGGLE.all 0x6FDE %U16 #Unsigned
GpioDataRegs.AIOTOGGLE.bit.AIO10 0x6FDE %B16 #MASK=0x400
GpioDataRegs.AIOTOGGLE.bit.AIO12 0x6FDE %B16 #MASK=0x1000
GpioDataRegs.AIOTOGGLE.bit.AIO14 0x6FDE %B16 #MASK=0x4000
GpioDataRegs.AIOTOGGLE.bit.AIO2 0x6FDE %B16 #MASK=0x4
GpioDataRegs.AIOTOGGLE.bit.AIO4 0x6FDE %B16 #MASK=0x10
GpioDataRegs.AIOTOGGLE.bit.AIO6 0x6FDE %B16 #MASK=0x40
GpioDataRegs.AIOTOGGLE.bit.rsvd1 0x6FDE %B16 #MASK=0x1
GpioDataRegs.AIOTOGGLE.bit.rsvd10 0x6FDE %B16 #MASK=0x8000
GpioDataRegs.AIOTOGGLE.bit.rsvd2 0x6FDE %B16 #MASK=0x2
GpioDataRegs.AIOTOGGLE.bit.rsvd3 0x6FDE %B16 #MASK=0x8
GpioDataRegs.AIOTOGGLE.bit.rsvd4 0x6FDE %B16 #MASK=0x20
GpioDataRegs.AIOTOGGLE.bit.rsvd5 0x6FDE %B16 #MASK=0x80
GpioDataRegs.AIOTOGGLE.bit.rsvd6 0x6FDE %B16 #MASK=0x100
GpioDataRegs.AIOTOGGLE.bit.rsvd7 0x6FDE %B16 #MASK=0x200
GpioDataRegs.AIOTOGGLE.bit.rsvd8 0x6FDE %B16 #MASK=0x800
GpioDataRegs.AIOTOGGLE.bit.rsvd9 0x6FDE %B16 #MASK=0x2000
GpioDataRegs.GPACLEAR.all 0x6FC4 %U32 #Unsigned
GpioDataRegs.GPACLEAR.bit.GPIO0 0x6FC4 %B32 #MASK=0x1
GpioDataRegs.GPACLEAR.bit.GPIO1 0x6FC4 %B32 #MASK=0x2
GpioDataRegs.GPACLEAR.bit.GPIO10 0x6FC4 %B32 #MASK=0x400
GpioDataRegs.GPACLEAR.bit.GPIO11 0x6FC4 %B32 #MASK=0x800
GpioDataRegs.GPACLEAR.bit.GPIO12 0x6FC4 %B32 #MASK=0x1000
GpioDataRegs.GPACLEAR.bit.GPIO13 0x6FC4 %B32 #MASK=0x2000
GpioDataRegs.GPACLEAR.bit.GPIO14 0x6FC4 %B32 #MASK=0x4000
GpioDataRegs.GPACLEAR.bit.GPIO15 0x6FC4 %B32 #MASK=0x8000
GpioDataRegs.GPACLEAR.bit.GPIO16 0x6FC4 %B32 #MASK=0x10000
GpioDataRegs.GPACLEAR.bit.GPIO17 0x6FC4 %B32 #MASK=0x20000
GpioDataRegs.GPACLEAR.bit.GPIO18 0x6FC4 %B32 #MASK=0x40000
GpioDataRegs.GPACLEAR.bit.GPIO19 0x6FC4 %B32 #MASK=0x80000
GpioDataRegs.GPACLEAR.bit.GPIO2 0x6FC4 %B32 #MASK=0x4
GpioDataRegs.GPACLEAR.bit.GPIO20 0x6FC4 %B32 #MASK=0x100000
GpioDataRegs.GPACLEAR.bit.GPIO21 0x6FC4 %B32 #MASK=0x200000
GpioDataRegs.GPACLEAR.bit.GPIO22 0x6FC4 %B32 #MASK=0x400000
GpioDataRegs.GPACLEAR.bit.GPIO23 0x6FC4 %B32 #MASK=0x800000
GpioDataRegs.GPACLEAR.bit.GPIO24 0x6FC4 %B32 #MASK=0x1000000
GpioDataRegs.GPACLEAR.bit.GPIO25 0x6FC4 %B32 #MASK=0x2000000
GpioDataRegs.GPACLEAR.bit.GPIO26 0x6FC4 %B32 #MASK=0x4000000
GpioDataRegs.GPACLEAR.bit.GPIO27 0x6FC4 %B32 #MASK=0x8000000
GpioDataRegs.GPACLEAR.bit.GPIO28 0x6FC4 %B32 #MASK=0x10000000
GpioDataRegs.GPACLEAR.bit.GPIO29 0x6FC4 %B32 #MASK=0x20000000
GpioDataRegs.GPACLEAR.bit.GPIO3 0x6FC4 %B32 #MASK=0x8
GpioDataRegs.GPACLEAR.bit.GPIO30 0x6FC4 %B32 #MASK=0x40000000
GpioDataRegs.GPACLEAR.bit.GPIO31 0x6FC4 %B32 #MASK=0x80000000
GpioDataRegs.GPACLEAR.bit.GPIO4 0x6FC4 %B32 #MASK=0x10
GpioDataRegs.GPACLEAR.bit.GPIO5 0x6FC4 %B32 #MASK=0x20
GpioDataRegs.GPACLEAR.bit.GPIO6 0x6FC4 %B32 #MASK=0x40
GpioDataRegs.GPACLEAR.bit.GPIO7 0x6FC4 %B32 #MASK=0x80
GpioDataRegs.GPACLEAR.bit.GPIO8 0x6FC4 %B32 #MASK=0x100
GpioDataRegs.GPACLEAR.bit.GPIO9 0x6FC4 %B32 #MASK=0x200
GpioDataRegs.GPADAT.all 0x6FC0 %U32 #Unsigned
GpioDataRegs.GPADAT.bit.GPIO0 0x6FC0 %B32 #MASK=0x1
GpioDataRegs.GPADAT.bit.GPIO1 0x6FC0 %B32 #MASK=0x2
GpioDataRegs.GPADAT.bit.GPIO10 0x6FC0 %B32 #MASK=0x400
GpioDataRegs.GPADAT.bit.GPIO11 0x6FC0 %B32 #MASK=0x800
GpioDataRegs.GPADAT.bit.GPIO12 0x6FC0 %B32 #MASK=0x1000
GpioDataRegs.GPADAT.bit.GPIO13 0x6FC0 %B32 #MASK=0x2000
GpioDataRegs.GPADAT.bit.GPIO14 0x6FC0 %B32 #MASK=0x4000
GpioDataRegs.GPADAT.bit.GPIO15 0x6FC0 %B32 #MASK=0x8000
GpioDataRegs.GPADAT.bit.GPIO16 0x6FC0 %B32 #MASK=0x10000
GpioDataRegs.GPADAT.bit.GPIO17 0x6FC0 %B32 #MASK=0x20000
GpioDataRegs.GPADAT.bit.GPIO18 0x6FC0 %B32 #MASK=0x40000
GpioDataRegs.GPADAT.bit.GPIO19 0x6FC0 %B32 #MASK=0x80000
GpioDataRegs.GPADAT.bit.GPIO2 0x6FC0 %B32 #MASK=0x4
GpioDataRegs.GPADAT.bit.GPIO20 0x6FC0 %B32 #MASK=0x100000
GpioDataRegs.GPADAT.bit.GPIO21 0x6FC0 %B32 #MASK=0x200000
GpioDataRegs.GPADAT.bit.GPIO22 0x6FC0 %B32 #MASK=0x400000
GpioDataRegs.GPADAT.bit.GPIO23 0x6FC0 %B32 #MASK=0x800000
GpioDataRegs.GPADAT.bit.GPIO24 0x6FC0 %B32 #MASK=0x1000000
GpioDataRegs.GPADAT.bit.GPIO25 0x6FC0 %B32 #MASK=0x2000000
GpioDataRegs.GPADAT.bit.GPIO26 0x6FC0 %B32 #MASK=0x4000000
GpioDataRegs.GPADAT.bit.GPIO27 0x6FC0 %B32 #MASK=0x8000000
GpioDataRegs.GPADAT.bit.GPIO28 0x6FC0 %B32 #MASK=0x10000000
GpioDataRegs.GPADAT.bit.GPIO29 0x6FC0 %B32 #MASK=0x20000000
GpioDataRegs.GPADAT.bit.GPIO3 0x6FC0 %B32 #MASK=0x8
GpioDataRegs.GPADAT.bit.GPIO30 0x6FC0 %B32 #MASK=0x40000000
GpioDataRegs.GPADAT.bit.GPIO31 0x6FC0 %B32 #MASK=0x80000000
GpioDataRegs.GPADAT.bit.GPIO4 0x6FC0 %B32 #MASK=0x10
GpioDataRegs.GPADAT.bit.GPIO5 0x6FC0 %B32 #MASK=0x20
GpioDataRegs.GPADAT.bit.GPIO6 0x6FC0 %B32 #MASK=0x40
GpioDataRegs.GPADAT.bit.GPIO7 0x6FC0 %B32 #MASK=0x80
GpioDataRegs.GPADAT.bit.GPIO8 0x6FC0 %B32 #MASK=0x100
GpioDataRegs.GPADAT.bit.GPIO9 0x6FC0 %B32 #MASK=0x200
GpioDataRegs.GPASET.all 0x6FC2 %U32 #Unsigned
GpioDataRegs.GPASET.bit.GPIO0 0x6FC2 %B32 #MASK=0x1
GpioDataRegs.GPASET.bit.GPIO1 0x6FC2 %B32 #MASK=0x2
GpioDataRegs.GPASET.bit.GPIO10 0x6FC2 %B32 #MASK=0x400
GpioDataRegs.GPASET.bit.GPIO11 0x6FC2 %B32 #MASK=0x800
GpioDataRegs.GPASET.bit.GPIO12 0x6FC2 %B32 #MASK=0x1000
GpioDataRegs.GPASET.bit.GPIO13 0x6FC2 %B32 #MASK=0x2000
GpioDataRegs.GPASET.bit.GPIO14 0x6FC2 %B32 #MASK=0x4000
GpioDataRegs.GPASET.bit.GPIO15 0x6FC2 %B32 #MASK=0x8000
GpioDataRegs.GPASET.bit.GPIO16 0x6FC2 %B32 #MASK=0x10000
GpioDataRegs.GPASET.bit.GPIO17 0x6FC2 %B32 #MASK=0x20000
GpioDataRegs.GPASET.bit.GPIO18 0x6FC2 %B32 #MASK=0x40000
GpioDataRegs.GPASET.bit.GPIO19 0x6FC2 %B32 #MASK=0x80000
GpioDataRegs.GPASET.bit.GPIO2 0x6FC2 %B32 #MASK=0x4
GpioDataRegs.GPASET.bit.GPIO20 0x6FC2 %B32 #MASK=0x100000
GpioDataRegs.GPASET.bit.GPIO21 0x6FC2 %B32 #MASK=0x200000
GpioDataRegs.GPASET.bit.GPIO22 0x6FC2 %B32 #MASK=0x400000
GpioDataRegs.GPASET.bit.GPIO23 0x6FC2 %B32 #MASK=0x800000
GpioDataRegs.GPASET.bit.GPIO24 0x6FC2 %B32 #MASK=0x1000000
GpioDataRegs.GPASET.bit.GPIO25 0x6FC2 %B32 #MASK=0x2000000
GpioDataRegs.GPASET.bit.GPIO26 0x6FC2 %B32 #MASK=0x4000000
GpioDataRegs.GPASET.bit.GPIO27 0x6FC2 %B32 #MASK=0x8000000
GpioDataRegs.GPASET.bit.GPIO28 0x6FC2 %B32 #MASK=0x10000000
GpioDataRegs.GPASET.bit.GPIO29 0x6FC2 %B32 #MASK=0x20000000
GpioDataRegs.GPASET.bit.GPIO3 0x6FC2 %B32 #MASK=0x8
GpioDataRegs.GPASET.bit.GPIO30 0x6FC2 %B32 #MASK=0x40000000
GpioDataRegs.GPASET.bit.GPIO31 0x6FC2 %B32 #MASK=0x80000000
GpioDataRegs.GPASET.bit.GPIO4 0x6FC2 %B32 #MASK=0x10
GpioDataRegs.GPASET.bit.GPIO5 0x6FC2 %B32 #MASK=0x20
GpioDataRegs.GPASET.bit.GPIO6 0x6FC2 %B32 #MASK=0x40
GpioDataRegs.GPASET.bit.GPIO7 0x6FC2 %B32 #MASK=0x80
GpioDataRegs.GPASET.bit.GPIO8 0x6FC2 %B32 #MASK=0x100
